Age,Income,Credit_Score,Income_to_Expense_Ratio,Marital_Status,Guarantor,Purpose,Dependents,Ongoing_Loans,Ongoing_Loan_Amount,Ongoing_Loan_EMI,FD,FD_Amount,Geo_Location,Employment_Years,Loan_Amount,Tenure_Months,EMI,Interest_Rate,Interest_Amount
44,86425,795,0.64,Single,No,Auto loan,4,0,0,0,Yes,278255,Urban,37,183377,36,5878,9.55,28231
58,25994,796,0.53,Married,No,Personal loan,3,3,1850265,40223,Yes,943574,Urban,0,50000,36,1614,10.04,8104
57,121915,804,0.35,Single,No,Medical loan,0,3,170283,2886,Yes,845977,Urban,0,192491,60,4086,9.96,52669
45,114672,831,0.43,Married,Yes,Medical loan,0,0,0,0,Yes,601563,Urban,31,350090,36,11001,8.19,45946
43,298783,614,0.87,Single,No,Home loan,0,2,1785107,63753,No,0,Rural,21,50000,12,4427,11.36,3124
19,289349,368,0.56,Single,No,Auto loan,4,3,674077,16049,No,0,Urban,18,50000,120,770,13.82,42400
42,42930,460,0.48,Married,No,Medical loan,4,0,0,0,No,0,Urban,34,50000,24,2374,12.9,6976
20,83313,444,0.56,Single,Yes,Home loan,5,0,0,0,Yes,784262,Rural,5,427122,36,14301,12.56,87714
25,234923,868,0.75,Married,Yes,Education loan,3,2,1262299,97099,No,0,Rural,33,50000,36,1562,7.82,6232
61,123153,894,0.44,Married,No,Personal loan,0,2,974085,36077,Yes,190027,Urban,14,50000,240,435,8.56,54400
50,290460,684,0.33,Single,No,Home loan,0,3,1818703,56834,No,0,Urban,2,50000,60,1091,11.16,15460
59,242911,568,0.61,Single,No,Business loan,5,3,1283343,31301,Yes,996151,Urban,36,233595,36,7738,11.82,44973
52,106058,753,0.67,Married,No,Business loan,3,1,1759157,146596,No,0,Urban,21,50000,60,1061,9.97,13660
23,97876,817,0.7,Married,No,Education loan,3,2,1746302,69852,No,0,Rural,28,50000,36,1597,9.33,7492
56,95366,649,0.82,Married,No,Auto loan,3,1,1675764,62065,Yes,492826,Urban,13,50000,120,689,11.01,32680
40,23403,409,0.46,Single,Yes,Home loan,1,1,1189657,59482,Yes,435715,Urban,29,50000,12,4452,12.41,3424
42,258550,782,0.25,Married,No,Education loan,3,0,0,0,No,0,Urban,14,54941,36,1764,9.68,8563
60,271420,706,0.87,Married,Yes,Business loan,2,0,0,0,Yes,740700,Urban,28,582871,36,18654,9.44,88673
36,173004,350,0.5,Married,No,Business loan,4,3,787023,41422,No,0,Urban,13,50000,12,4489,14.0,3868
22,262396,702,0.64,Single,No,Business loan,3,2,1234680,61734,No,0,Rural,2,50000,60,1086,10.98,15160
28,67241,862,0.67,Married,No,Personal loan,1,2,1530986,34021,No,0,Rural,21,50000,240,446,8.88,57040
29,151439,775,0.58,Single,No,Personal loan,2,1,611065,10911,No,0,Urban,32,50000,24,2301,9.75,5224
27,75030,386,0.34,Single,Yes,Business loan,1,1,261703,5947,Yes,164379,Urban,22,50000,120,735,12.64,38200
25,187577,367,0.73,Married,No,Medical loan,1,3,202779,6144,Yes,751894,Urban,6,432303,36,14844,14.33,102081
41,174404,895,0.76,Married,No,Auto loan,5,0,0,0,Yes,622990,Urban,19,410905,120,5105,8.55,201695
45,217397,341,0.59,Married,No,Personal loan,1,2,697253,17006,No,0,Urban,6,50000,120,794,14.59,45280
58,115185,356,0.54,Married,No,Home loan,1,2,792723,44040,No,0,Urban,16,50000,36,1707,13.94,11452
53,46404,495,0.28,Married,No,Personal loan,0,2,211692,7299,No,0,Urban,31,50000,120,733,12.55,37960
54,65182,361,0.26,Married,Yes,Home loan,4,2,1825779,57055,No,0,Urban,14,50000,240,581,12.89,89440
38,114601,562,0.44,Married,No,Personal loan,5,0,0,0,No,0,Urban,12,50000,240,546,11.88,81040
25,188735,411,0.42,Married,Yes,Business loan,5,3,702140,43883,No,0,Rural,2,50000,120,743,12.89,39160
26,132002,477,0.87,Single,No,Home loan,0,3,611357,33964,Yes,232763,Rural,24,50000,240,576,12.73,88240
64,235461,325,0.75,Single,No,Auto loan,2,0,0,0,No,0,Urban,31,158936,12,14289,14.25,12532
32,94146,709,0.66,Married,No,Personal loan,0,3,1563355,67971,No,0,Urban,15,50000,120,672,10.41,30640
65,57997,830,0.56,Married,No,Personal loan,5,3,571644,20415,Yes,775065,Rural,0,166911,24,7679,9.7,17385
63,17170,616,0.32,Single,Yes,Business loan,2,1,502755,14364,Yes,162070,Rural,2,50000,24,2326,10.84,5824
57,154375,831,0.88,Married,No,Home loan,5,0,0,0,Yes,190082,Urban,19,196928,120,2514,9.19,104752
35,45187,405,0.46,Married,Yes,Medical loan,3,3,1343612,27991,No,0,Urban,27,50000,60,1123,12.45,17380
59,206106,763,0.27,Married,Yes,Business loan,2,1,1488486,27063,No,0,Urban,21,50000,240,445,8.87,56800
37,142965,545,0.55,Single,No,Home loan,5,0,0,0,Yes,318217,Rural,35,218081,36,7248,12.05,42847
23,154825,380,0.81,Single,Yes,Personal loan,0,0,0,0,No,0,Rural,40,125408,60,2834,12.7,44632
29,48090,695,0.82,Married,Yes,Personal loan,5,2,443149,14771,Yes,898026,Urban,0,301336,60,6409,10.05,83204
19,263478,821,0.21,Married,No,Personal loan,0,1,160549,2866,No,0,Rural,13,50000,60,1044,9.29,12640
24,27509,563,0.82,Single,No,Personal loan,2,1,1218673,45136,No,0,Urban,14,50000,60,1108,11.87,16480
33,78653,573,0.39,Single,Yes,Education loan,0,1,1605476,44596,No,0,Urban,31,50000,120,682,10.77,31840
20,178001,471,0.23,Married,No,Personal loan,2,0,0,0,Yes,140630,Urban,17,107161,12,9560,12.79,7559
62,276186,564,0.79,Single,No,Personal loan,1,2,919298,24192,No,0,Urban,37,50000,36,1657,11.86,9652
20,203646,325,0.8,Married,No,Medical loan,4,0,0,0,Yes,169158,Rural,21,56896,120,891,14.25,50024
44,233354,768,0.62,Married,No,Medical loan,2,3,298968,5640,No,0,Rural,15,62531,12,5492,9.82,3373
60,24016,775,0.6,Single,No,Home loan,1,3,1157913,21052,No,0,Rural,10,50000,24,2313,10.25,5512
57,297166,655,0.77,Single,No,Personal loan,1,3,1691840,93991,No,0,Urban,6,50000,60,1098,11.45,15880
55,242034,325,0.75,Married,No,Personal loan,1,2,575833,10102,No,0,Rural,8,51225,60,1211,14.75,21435
50,37938,333,0.82,Single,Yes,Home loan,1,0,0,0,No,0,Urban,0,50000,240,609,13.67,96160
45,184750,563,0.59,Married,No,Personal loan,2,1,1229443,23197,No,0,Urban,7,50000,12,4451,12.37,3412
18,270710,437,0.88,Married,No,Personal loan,0,3,1275260,67118,Yes,270465,Urban,10,50000,120,765,13.63,41800
25,242320,865,0.9,Married,No,Business loan,1,3,1937667,74525,Yes,266983,Urban,4,50000,36,1598,9.35,7528
54,197877,761,0.28,Single,Yes,Education loan,3,0,0,0,No,0,Rural,28,50000,24,2281,8.89,4744
49,143058,467,0.79,Single,No,Home loan,1,1,1523272,56417,Yes,926886,Urban,5,50000,36,1692,13.33,10912
65,86478,380,0.55,Married,No,Business loan,0,2,1917805,100937,No,0,Urban,11,50000,24,2393,13.7,7432
60,137101,706,0.47,Married,No,Medical loan,0,3,289039,6149,No,0,Rural,38,50000,36,1623,10.44,8428
54,201996,873,0.63,Single,No,Auto loan,4,3,1195056,27792,No,0,Urban,6,50000,36,1596,9.27,7456
21,215380,345,0.24,Married,No,Auto loan,4,3,1083601,38700,No,0,Urban,11,50000,12,4490,14.05,3880
47,242200,898,0.55,Married,Yes,Medical loan,1,1,1520128,32343,No,0,Urban,32,50000,60,1002,7.52,10120
23,73745,352,0.81,Married,No,Education loan,1,3,1986991,60211,Yes,662395,Urban,18,50000,24,2400,13.98,7600
63,142283,775,0.35,Single,No,Auto loan,5,1,785660,18271,No,0,Urban,35,50000,24,2301,9.75,5224
36,111489,891,0.5,Married,Yes,Education loan,5,3,107872,4903,No,0,Rural,18,50000,24,2252,7.59,4048
49,41819,315,0.86,Married,No,Auto loan,4,3,1578859,28193,No,0,Rural,20,50000,120,786,14.35,44320
26,57779,659,0.5,Married,No,Auto loan,1,1,1164237,68484,Yes,647432,Urban,18,50000,12,4416,10.91,2992
29,223493,786,0.45,Married,No,Business loan,5,1,1922684,58263,No,0,Urban,8,50000,120,664,10.14,29680
28,75584,801,0.51,Single,No,Auto loan,3,2,733792,29351,Yes,325552,Rural,21,50000,36,1601,9.49,7636
63,156245,440,0.56,Single,Yes,Medical loan,2,0,0,0,Yes,72692,Urban,18,115093,60,2566,12.1,38867
33,258815,746,0.64,Single,Yes,Education loan,4,3,974146,24978,No,0,Rural,36,50000,60,1038,9.04,12280
18,264957,589,0.76,Married,Yes,Personal loan,4,3,495626,9912,Yes,863801,Rural,10,474050,36,15544,11.11,85534
62,81356,508,0.52,Married,No,Personal loan,0,0,0,0,No,0,Rural,24,50000,24,2363,12.42,6712
38,155364,774,0.77,Single,No,Personal loan,1,0,0,0,No,0,Rural,34,113648,120,1486,9.76,64672
47,13052,712,0.57,Single,No,Education loan,4,0,0,0,Yes,946102,Rural,4,290202,60,6292,10.88,87318
30,208910,726,0.44,Single,No,Education loan,4,3,222685,9681,No,0,Urban,30,50000,24,2312,10.24,5488
51,156692,670,0.66,Single,Yes,Personal loan,5,3,671939,17682,Yes,824579,Urban,13,277668,240,2642,9.8,356412
21,40461,589,0.7,Married,Yes,Medical loan,3,3,701401,58450,No,0,Rural,12,50000,24,2321,10.61,5704
45,292894,731,0.59,Single,No,Auto loan,1,1,1621809,77229,Yes,229580,Urban,33,50000,24,2311,10.19,5464
55,19472,567,0.24,Single,Yes,Personal loan,2,2,140061,3183,Yes,195854,Urban,33,63936,24,2974,10.83,7440
48,122036,450,0.32,Married,Yes,Home loan,3,2,1800352,66679,No,0,Rural,17,50000,36,1660,12.0,9760
44,198674,554,0.4,Married,No,Education loan,2,0,0,0,No,0,Urban,5,71522,24,3382,12.46,9646
22,297667,652,0.4,Married,No,Home loan,0,0,0,0,No,0,Urban,20,119066,24,5548,10.98,14086
42,171838,676,0.67,Single,No,Home loan,4,3,419380,8387,Yes,841558,Urban,39,412240,120,5618,10.74,261920
20,76060,657,0.21,Single,No,Education loan,5,2,1543205,90776,Yes,769965,Urban,4,50000,60,1097,11.43,15820
50,281223,669,0.73,Married,No,Personal loan,3,2,1008225,28006,No,0,Rural,1,50000,36,1644,11.31,9184
21,149471,526,0.39,Single,No,Medical loan,2,1,730226,23555,No,0,Rural,5,50000,24,2370,12.74,6880
42,288676,602,0.42,Single,Yes,Business loan,1,3,1175295,25006,Yes,754955,Rural,7,192587,12,17019,10.98,11641
37,53162,688,0.57,Married,No,Home loan,0,3,1814921,53380,No,0,Urban,1,50000,60,1090,11.12,15400
51,283497,676,0.35,Married,Yes,Personal loan,0,2,1588418,58830,Yes,840136,Urban,22,50000,240,473,9.74,63520
43,122313,417,0.82,Single,Yes,Business loan,4,2,1961313,163442,Yes,527036,Urban,19,50000,120,726,12.33,37120
22,38477,304,0.26,Single,Yes,Home loan,4,1,716291,17470,No,0,Urban,3,50000,24,2399,13.96,7576
52,165642,743,0.51,Married,No,Personal loan,2,1,723437,19037,Yes,223549,Rural,14,50000,24,2308,10.07,5392
45,96373,651,0.79,Single,No,Home loan,2,3,1333839,102603,Yes,854372,Urban,29,50000,12,4418,10.99,3016
46,179176,832,0.63,Married,No,Personal loan,0,1,497012,8423,Yes,861105,Urban,19,442357,240,4031,9.18,525083
26,204442,423,0.4,Married,No,Medical loan,2,2,1124471,35139,No,0,Urban,23,50000,120,754,13.27,40480
55,14551,576,0.49,Married,No,Auto loan,4,3,249429,12471,Yes,781949,Urban,8,247026,24,11656,12.24,32718
23,78359,693,0.69,Married,No,Auto loan,0,2,1413534,24371,No,0,Rural,20,50000,240,501,10.57,70240
36,153988,659,0.88,Single,No,Education loan,0,3,671560,19187,No,0,Urban,37,50000,12,4416,10.91,2992
61,136150,768,0.83,Single,No,Business loan,1,3,654578,11094,Yes,132964,Urban,40,50000,12,4391,9.82,2692
28,182517,356,0.44,Married,No,Home loan,1,2,1409513,27106,No,0,Urban,12,50000,24,2399,13.94,7576
19,117967,550,0.9,Married,No,Home loan,2,3,1817784,36355,No,0,Urban,4,50000,24,2365,12.5,6760
64,104455,449,0.2,Married,No,Personal loan,2,3,656042,12378,Yes,915511,Urban,13,328021,12,29299,13.01,23567
61,268835,751,0.22,Married,Yes,Business loan,4,1,1929197,107177,Yes,582947,Rural,6,50000,60,1049,9.49,12940
61,185405,461,0.78,Married,No,Home loan,4,2,1415066,34513,Yes,451761,Rural,5,50000,120,758,13.39,40960
26,249646,419,0.34,Married,No,Business loan,1,2,837827,14961,No,0,Urban,11,50000,60,1145,13.31,18700
38,199937,881,0.24,Married,No,Business loan,0,1,1806055,138927,No,0,Urban,15,50000,60,1030,8.69,11800
41,71192,650,0.37,Married,No,Auto loan,3,3,53961,2346,Yes,623511,Rural,31,305993,60,6653,11.0,93187
51,201758,398,0.5,Married,No,Home loan,5,0,0,0,No,0,Rural,10,75659,120,1175,14.02,65341
39,245161,466,0.71,Single,No,Home loan,5,0,0,0,No,0,Urban,3,130548,12,11681,13.34,9624
20,298137,813,0.64,Married,No,Education loan,3,2,1133958,47248,Yes,321711,Urban,28,50000,120,643,9.37,27160
29,171564,700,0.37,Married,No,Business loan,2,1,818717,58479,No,0,Urban,33,50000,36,1625,10.5,8500
45,162053,664,0.55,Single,No,Personal loan,5,3,1449510,26842,Yes,903043,Urban,8,196264,36,6458,11.36,36224
47,296287,876,0.85,Married,No,Auto loan,5,1,854360,16752,No,0,Rural,9,50000,120,639,9.24,26680
43,201349,625,0.77,Married,Yes,Education loan,3,3,284601,5270,Yes,845869,Urban,7,491477,12,43380,10.75,29083
65,117044,880,0.43,Married,No,Auto loan,3,2,1897101,65417,No,0,Urban,35,50000,120,625,8.7,25000
38,191062,546,0.89,Single,Yes,Personal loan,1,2,261310,5226,Yes,976719,Urban,31,568396,12,50246,11.04,34556
45,138406,733,0.7,Married,No,Education loan,0,0,0,0,No,0,Rural,5,96884,240,978,10.67,137836
43,79351,392,0.24,Single,Yes,Auto loan,4,1,1799393,32716,Yes,158316,Urban,5,50000,120,748,13.08,39760
50,191071,567,0.22,Married,No,Personal loan,1,2,141892,8346,No,0,Rural,26,50000,120,712,11.83,35440
38,244085,620,0.32,Single,Yes,Medical loan,5,1,189058,3567,Yes,82068,Urban,1,56810,120,776,10.8,36310
52,243883,361,0.71,Married,Yes,Education loan,4,2,863158,22714,Yes,173869,Urban,8,50000,60,1147,13.39,18820
51,80309,599,0.33,Married,No,Personal loan,1,3,1087074,41810,Yes,890139,Urban,37,50000,24,2342,11.51,6208
58,171805,702,0.56,Single,No,Education loan,1,3,1342612,51638,Yes,399350,Urban,4,50000,36,1636,10.98,8896
64,129156,866,0.27,Married,Yes,Home loan,3,0,0,0,No,0,Urban,33,50000,60,1009,7.84,10540
35,31576,602,0.84,Married,No,Home loan,4,2,652484,21749,No,0,Urban,13,50000,12,4430,11.48,3160
28,13320,552,0.44,Single,No,Auto loan,1,0,0,0,No,0,Urban,9,50000,240,567,12.48,86080
40,151822,777,0.84,Single,Yes,Business loan,3,0,0,0,No,0,Urban,6,108400,120,1386,9.23,57920
65,113002,668,0.86,Single,No,Medical loan,2,2,1807521,36888,Yes,374890,Rural,19,50000,24,2326,10.82,5824
39,194535,459,0.2,Single,No,Business loan,4,2,384714,6633,Yes,765252,Urban,10,334155,60,7673,13.41,126225
34,36572,465,0.52,Married,No,Personal loan,1,3,501616,16181,No,0,Urban,12,50000,120,742,12.85,39040
22,290092,504,0.22,Married,No,Education loan,5,0,0,0,No,0,Urban,16,50000,60,1123,12.46,17380
61,126528,566,0.84,Single,No,Home loan,2,3,638907,20609,No,0,Urban,36,50000,36,1656,11.84,9616
28,179898,437,0.56,Married,Yes,Business loan,3,1,289013,9965,Yes,947740,Rural,35,439921,12,39113,12.13,29435
47,99051,667,0.25,Married,No,Home loan,1,1,1207040,26823,Yes,185534,Urban,32,50000,120,683,10.83,31960
32,201303,742,0.28,Single,Yes,Medical loan,5,0,0,0,Yes,152025,Urban,9,118286,60,2488,9.58,30994
44,232428,866,0.47,Single,No,Personal loan,3,0,0,0,Yes,315251,Urban,33,250480,12,21886,8.84,12152
52,267412,316,0.86,Single,Yes,Medical loan,3,2,1574808,31496,No,0,Urban,12,50000,36,1692,13.34,10912
50,213305,367,0.69,Married,No,Medical loan,5,2,1551017,32312,Yes,726446,Urban,24,85864,120,1324,13.83,73016
37,285107,432,0.81,Married,No,Personal loan,3,0,0,0,No,0,Urban,32,196296,60,4484,13.18,72744
33,59434,729,0.46,Married,No,Education loan,4,0,0,0,No,0,Urban,9,50000,60,1079,10.71,14740
51,76617,607,0.23,Single,No,Medical loan,2,1,444420,9661,No,0,Rural,23,50000,60,1097,11.43,15820
19,127569,473,0.88,Married,No,Business loan,2,3,551632,11257,No,0,Urban,4,50000,120,754,13.27,40480
52,217384,711,0.21,Married,No,Personal loan,0,1,1647195,33616,Yes,789855,Rural,9,50000,120,685,10.89,32200
57,91494,396,0.86,Married,No,Personal loan,1,1,1875943,156328,No,0,Urban,38,50000,12,4478,13.54,3736
45,229977,453,0.46,Married,Yes,Home loan,3,3,1757519,76413,Yes,495414,Urban,26,50000,12,4441,11.97,3292
64,87225,541,0.21,Married,Yes,Auto loan,1,0,0,0,No,0,Rural,35,50000,36,1639,11.09,9004
56,92867,603,0.68,Married,No,Medical loan,2,0,0,0,Yes,427580,Urban,32,270624,24,12672,11.47,33504
23,178600,584,0.89,Married,No,Business loan,2,1,1835728,114733,No,0,Urban,27,50000,120,707,11.66,34840
26,265669,326,0.88,Single,Yes,Education loan,3,1,356243,9374,Yes,199155,Urban,39,185809,120,2800,13.24,150191
37,100748,701,0.31,Married,Yes,Medical loan,4,3,438998,8779,Yes,763305,Urban,2,289715,12,25469,9.99,15913
18,264265,659,0.33,Married,Yes,Education loan,5,2,1630403,52593,No,0,Urban,30,50000,60,1060,9.91,13600
25,174404,359,0.6,Married,No,Home loan,3,2,356523,6990,No,0,Urban,28,50000,24,2398,13.91,7552
40,139529,501,0.65,Married,No,Medical loan,3,0,0,0,No,0,Rural,20,77089,24,3646,12.49,10415
20,274395,880,0.72,Married,No,Education loan,0,2,368436,12281,No,0,Rural,31,50192,60,1034,8.7,11848
21,168099,669,0.33,Single,Yes,Medical loan,5,0,0,0,No,0,Urban,27,50000,36,1608,9.81,7888
42,107382,832,0.87,Single,Yes,Personal loan,4,0,0,0,Yes,775611,Urban,20,139048,60,2831,8.18,30812
64,19583,451,0.65,Married,No,Medical loan,1,0,0,0,No,0,Rural,34,50000,36,1684,12.99,10624
55,60387,401,0.79,Single,No,Business loan,5,3,543558,11093,No,0,Urban,29,50000,60,1150,13.49,19000
32,295248,745,0.58,Single,No,Medical loan,4,1,1090371,41937,No,0,Urban,16,50000,240,484,10.05,66160
38,22224,528,0.49,Married,Yes,Education loan,3,2,961044,56532,No,0,Urban,28,50000,60,1092,11.22,15520
52,237444,424,0.88,Married,No,Business loan,3,3,793206,39660,No,0,Urban,1,50000,36,1703,13.76,11308
63,276285,535,0.61,Single,No,Education loan,3,2,189295,4027,No,0,Rural,32,94929,12,8440,12.15,6351
31,164422,461,0.81,Single,No,Auto loan,3,3,1960704,33232,No,0,Rural,3,50000,36,1694,13.39,10984
53,146149,853,0.87,Married,No,Auto loan,3,2,528110,15532,No,0,Rural,38,50000,24,2283,8.97,4792
29,56015,652,0.67,Single,Yes,Business loan,5,2,998843,47563,No,0,Rural,24,50000,120,660,9.98,29200
34,181929,367,0.58,Married,No,Auto loan,5,1,114590,9549,No,0,Urban,4,50000,120,786,14.33,44320
56,242268,472,0.2,Single,No,Auto loan,5,2,323666,14712,Yes,98723,Urban,3,50000,12,4472,13.28,3664
26,200912,858,0.23,Married,No,Personal loan,4,3,151872,4899,Yes,353358,Urban,28,154858,120,1954,8.92,79622
52,15577,560,0.34,Married,No,Education loan,3,2,1584829,40636,Yes,454385,Urban,36,50000,60,1109,11.9,16540
30,292146,516,0.33,Married,Yes,Auto loan,2,1,1616894,48996,No,0,Urban,7,50000,120,712,11.84,35440
32,60711,423,0.38,Single,No,Business loan,5,2,602302,19429,Yes,429556,Urban,19,50000,36,1691,13.27,10876
35,49451,461,0.41,Married,No,Personal loan,2,3,1221470,21059,No,0,Rural,40,50000,12,4463,12.89,3556
50,190175,500,0.45,Married,No,Auto loan,0,2,94082,1920,No,0,Urban,5,62538,36,2107,13.0,13314
23,44831,753,0.49,Single,Yes,Medical loan,1,1,1041338,38568,No,0,Urban,35,50000,120,632,8.97,25840
44,259402,701,0.27,Married,Yes,Business loan,5,1,102945,7918,Yes,104471,Urban,31,50000,60,1049,9.49,12940
40,241376,761,0.23,Married,Yes,Education loan,2,1,508953,14137,Yes,657043,Rural,4,208842,12,18301,9.39,10770
44,254942,574,0.67,Married,Yes,Medical loan,0,1,123492,3249,No,0,Urban,39,131823,120,1797,10.76,83817
51,105119,505,0.58,Single,No,Auto loan,4,0,0,0,No,0,Rural,19,50000,120,730,12.45,37600
63,253466,339,0.51,Single,Yes,Business loan,1,1,712745,50910,No,0,Rural,3,50000,36,1699,13.61,11164
55,233936,572,0.64,Married,No,Medical loan,3,2,900984,26499,No,0,Urban,38,50000,12,4437,11.78,3244
31,296542,392,0.78,Married,Yes,Business loan,5,2,514759,11971,No,0,Rural,21,50000,36,1674,12.58,10264
53,71554,341,0.5,Married,No,Home loan,5,2,1002066,35788,Yes,182922,Urban,32,50000,120,779,14.09,43480
25,60755,764,0.65,Married,No,Medical loan,3,2,903376,17713,No,0,Urban,30,50000,24,2304,9.86,5296
52,163412,678,0.87,Single,No,Business loan,4,0,0,0,No,0,Urban,40,113734,12,10037,10.72,6710
36,73884,406,0.79,Married,No,Medical loan,1,0,0,0,Yes,890348,Rural,28,306464,60,7042,13.44,116056
47,27482,627,0.5,Single,No,Home loan,5,0,0,0,No,0,Urban,4,50000,24,2347,11.73,6328
31,64225,364,0.65,Married,No,Education loan,2,2,1425946,45998,No,0,Urban,9,50000,24,2409,14.36,7816
37,199921,664,0.32,Married,No,Education loan,1,3,103583,2526,Yes,102254,Urban,10,81590,240,862,11.36,125290
42,84854,783,0.59,Married,No,Personal loan,0,3,778674,19966,No,0,Urban,36,50000,120,651,9.67,28120
57,51256,323,0.89,Married,No,Medical loan,5,2,1206756,20806,No,0,Urban,21,50000,120,784,14.27,44080
41,250617,839,0.56,Single,Yes,Home loan,4,1,1170458,20901,No,0,Rural,23,50000,240,421,8.11,51040
31,118721,361,0.85,Married,No,Business loan,2,1,164173,4828,Yes,250257,Urban,20,158014,60,3667,13.89,62006
43,91110,790,0.49,Single,Yes,Personal loan,1,2,548864,18295,Yes,138664,Urban,35,50000,60,1028,8.6,11680
55,123606,572,0.9,Single,No,Medical loan,1,1,66448,1845,Yes,265525,Urban,15,216305,60,4787,11.78,70915
40,24650,528,0.61,Single,No,Personal loan,2,1,824696,23562,Yes,85074,Rural,1,50000,24,2370,12.72,6880
39,187190,319,0.23,Married,No,Medical loan,0,3,1020975,85081,Yes,750668,Urban,14,50000,60,1171,14.31,20260
65,38930,302,0.61,Single,No,Education loan,0,2,1003922,25741,No,0,Urban,40,50000,60,1175,14.48,20500
36,226779,720,0.39,Married,No,Business loan,1,0,0,0,No,0,Rural,25,84021,120,1124,10.3,50859
63,270102,606,0.22,Married,No,Home loan,3,3,1113291,27832,No,0,Urban,29,50000,36,1647,11.44,9292
20,283945,731,0.77,Married,No,Education loan,2,2,1858638,33793,No,0,Urban,1,50000,120,680,10.69,31600
59,61360,435,0.39,Single,No,Personal loan,5,2,1526575,33186,Yes,640317,Rural,28,50000,120,750,13.15,40000
36,157631,814,0.76,Single,No,Auto loan,0,3,600185,21435,No,0,Urban,5,50000,120,656,9.86,28720
26,246545,492,0.4,Married,No,Personal loan,5,1,1606036,73001,No,0,Urban,0,50000,120,748,13.08,39760
45,23288,884,0.34,Married,Yes,Auto loan,0,1,1725192,35941,No,0,Urban,39,50000,240,407,7.66,47680
37,163470,714,0.88,Single,No,Medical loan,0,3,1252346,69574,Yes,110649,Urban,10,50000,36,1633,10.86,8788
62,217302,417,0.45,Married,No,Education loan,4,2,615860,16644,No,0,Urban,22,50000,36,1692,13.33,10912
24,284335,508,0.62,Married,No,Medical loan,5,0,0,0,Yes,108474,Urban,25,186452,36,6230,12.42,37828
31,290195,333,0.63,Married,No,Home loan,3,2,1762779,51846,No,0,Urban,30,50000,24,2404,14.17,7696
26,71715,617,0.59,Married,No,Business loan,0,0,0,0,No,0,Urban,14,50000,120,698,11.33,33760
36,20737,419,0.84,Married,No,Auto loan,3,0,0,0,Yes,661908,Urban,8,345760,24,16569,13.81,51896
64,75140,824,0.67,Married,No,Business loan,1,2,1392271,48009,Yes,286309,Urban,33,50000,24,2290,9.26,4960
31,166323,880,0.48,Single,Yes,Medical loan,1,2,673979,16849,No,0,Urban,38,50000,240,408,7.7,47920
